team_name,video_id,comment_1,comment_2,comment_3,comment_4,comment_5,comment_6,comment_7,comment_8,comment_9,comment_10,comment_11,comment_12,comment_13,comment_14,comment_15,comment_16,comment_17,comment_18,comment_19,comment_20,comment_21,comment_22,comment_23,comment_24,comment_25,comment_26,comment_27,comment_28,comment_29,comment_30
Manchester United,EWzbWqH-JG4,Never been happier to see anyone that happy scoring than I was watching Weghorst celebrate his goal. He's worked hard to date.,Words can not explain how happy I am for wout weghorst,"I started crying for him. I have also never seen anyone express their joy like this in professional football. He may not have the skill and speed like others, but his pure joy was unleashed after his trying and hard work attitude.","Wout a match, Wout a player, Wout Weghorst ",Weghorst's celebration got me tearing up ,"That Weghorst celebration still gets me 

Lovely finish from Anthony btw ","The best answer is on the field! Fluctuations will happen in rebuilding, but the winning spirit will never die! Deserved victory ❤️",When Wout Weghorst take the goal I felt goosebumps hearing the boisterous sound of the club's fans  this is to appreciate Wout Weghorst,"There's no doubt his passion for united, respect for you wout, GGMU ",I admit I cried a little when Wout scored! He deserves it,Pellistri is so underrated,Weghorst goal was so emocional and im not even a Man United fan. Great for him and his confidence!,Pellistri must start every game from now on...we need players who had infinite ball control to avoid interception and miss passes.,Even if you're not scoring. We still love you weghorst. Your efforts is marvelous every single game❤️,Bruno was literally involved in all the goals ❤,I was really happy for WeghortsHe finally got is OT goal. His work rate has been insane ,I've never smiled so much after seeing Weghorst score .The passion he has and the passion all the other players have .GGMU,Antony goal was insane     am so happy at weghorst score his first goal at old Trafford ,Antony's goal was absolute beauty ,Man I have issues with Antony but one thing I can't deny is that he scores important goals and always golazos. I hope he improves because he has potential,More impressive was the dedication of the defender of the first goal. The guy put his head out there to try and block the goal somehow. ,How on Earth did Pellestri dribble around so many players; he needs to get more game time!!!,So happy to see Weghorst score his first goal at old Trafford ❤️,Bruno masterclass at 2nd half ,My tear man eyes go all out for Weghorst ❤️,"Really happy for Weghorst. Deserved that goal.
Always positive and gives his 100% for the team","Been waiting for so long for the big man to get his goal. Well deserved, Wout Weghorst!",Weghorst bring us emotional and spiritual,Every time I see how Weghorst celebrates it brings a tear to my eye. So much passion and he plays for the team. Love it.,I felt so emotional when he (weghorst) scored that goal after many attempt. You can feel the noise and joy at Old Trafford. Nice one  guys ⚽✅
Manchester United,ETjBSn36hlk,Wout Weghorst honestly never stops running,"Not only the pressing at the end, but also that run across by Weghorst distracted the defenders to allow Fred to score. Give that man a contract! ✍️",Wout may not be scoring goals but is such an important player for this team.,Weghorst is underrated  the guy is remarkable  he never stops running and pressing what a team player,"Weghorst the humble guy, who runs endlessly ❤️ Garnacho ❤️ Fred  ❤️","Give Fred some credit guys, everyone was trashing him before when he made a few mistakes, but he became really solid in the back and dangerous in the front, I am so glad to see that",This Erik has gotten the team on their toes and the performance is improving ,"Since losing 6 - 3 to Man City we have played 32 games .
25 wins
5 draws
2 losses
Unbelievable . GgMu ❤.",Weghorst is working so hard hope he can score a goal soon,Casemeiro was amazing tonight. What a player.. every ball he touched and intercept is gold,"I didn't witness the Fergie Era, I started supporting United in 2013 & it's been painful but now I'm living in a Dream and I don't wanna Wake up from It. GGMU ❤️ Thank You Eric Heisenberg Ten Hag❤️","all 3 goals had a role from Weghorst, the first one he made the opposing defender head into his own goal, the second shot from him was blocked and fell right at Garnacho feet, and the last one was the result of his hard work pressing against the opponent so Fred could get the ball",Garnacho what a player❤,"Weghorst , the machine, he just can not stop running and pressing the opponents. The third goal credit to him even though he didn't score. Just look how happy he was.",it's been so long that i have this emotion for Man United,That Fred celebration ,"Wout, what a man and player, workhorse!","The Garnacho goal was special live; but I swear it gets better with every watching. The control, the check, the perfect weight, curl and position. The way his first touch set the ball up not only perfectly to strike it, but making it blind to the gk.  Great goal.",Look at that kids smile whos holding Maguire's hand. So sweet.,Wout needs to sign a 4 year contract. His passion and skills for the club is out of this world ♥️,"That curl on Garnacho goal reminds me of Macheda goal vs Aston Villa back then. ""Great turn by Machedaaaaa"". Loving this club all over again and again. GGMU !",That smile on the child with Maguire says everything. A day he'll never forget!,Winning is the best habit a team can have ,We thought we lost a gem by losing Greenwood but now we got another hope he shines more for united,Freds celebration is everything  the way he points at Wout to slide with him  top tier,"One thing about Wout is that, even he doesn’t score, his pressing and positioning always contributes to our goals a lot.✅",Sabitzer is another signing we shouldn't miss out. He is enjoying time and has blended in well with his team mates  at Old trafford.,Wout really deserves my respect ,THE BEST COMEBACK EVER MANCHESTER UTD I LOVE YOU,"It is the first time after many years that I have been able to watch a quiet season, ETH is one of the few sports strategists in the world, best acquisition of the season, big era!"
Manchester United,WivEF3C8Xp4,"Casemiro was Manchester United's best signing, what a player","I just LOVE how committed Casemiro is to this team. One could think that after all he's achieved, he would be slacking here, but no, he put his heart and soul out in every game. ","I am really pleased with Weghorst and his smile. Even though he didn’t score, his performance were astonishing and gave all of his effort on the field. I really was in tears when our giant was sitting in front of  all the fans and enjoying the moment. Let’s keep more trophies in our cabinet guys. Love U United.","I love the impact ETH has created in the team. Right signings, right substitutions at the right time and positions. 
Then there goes CASEMIRO, he never lied when he said ""I'll fix it"". A legend in the game",Big shout out to Luke Shaw.. he doesn’t get the praise he deserves ❤️,"As a Brazilian I am very happy for Casemiro. He is one of my favorite Brazilian players of this generation. I hope that, like Thiago Silva, he continues to play at a high level. Congratulations to our Brazilian tank.",Casemiro played 17 finals And Won 16 of them ‍♂️ What a player 🧡,Happy that we won but also happy to see Karius back to the top level. I felt so bad for what happened to him.,"It's incredible to see how the mentality of this team changed with Ten Hag, and how the control of the matches changed with Casemiro. Now we can say, United is returning to be competitive for every title in the way. Happy to see one of the biggest clubs in the world winning a trophy again.",I'm so happy seeing Bruno & Maguire lift the trophy together ,"Eric Ten Hag is our signing of the season
Casemiro really plays with his entire heart despite all the trophies he has won
Rashford is unstoppable
The new era is upon us! GGMU!","Luke Shaw is so under appreciated , this season he's playing a tremendous attacking role",Erik ten Hag is building something very special at Manchester United. What a day. What a team. What a club! ❤️,"Love the Energy Casmiro and Varane brings to this young team.

GGManU❤️","This is coming grom a Liverpool fan, congratulations to Man Utd and all the fans!

You guys deserve this ❤",Well deserved win and great performances from the whole squad. Many more titles to come,2:46 Harry Maguire's happiness is all I needed to see,"After 5 years finally glory came again 

Hats of ERIK TEN HAG SIR ",No one can stop Rashford. Just an absolute legend.,Casemiro is probably United's best singing in the last decade! What a world class player✨️,"What an amazing win. An unforgettable cup match, with a full capacity crowd. The atmosphere was just electric. Not a bad performance by Newcastle - but United's class was just too much for them. Casemiro, Varane Weghorst, Martinez, Shaw, Rashford were all stand out players. I am still overjoyed. More cups to follow. What a superb coach in Ten Hag. Love from Cape Town, South Africa","This was the first match that I paid for PPV, in India there was no telecast. Oh what an amazing reward i got from the team for my  25 Rupees! ",Congratulations to you all!!!! A fantastic result for the Wizard of Haaksbergen Erik ten Hag and his team!! Love from Amsterdam,I haven’t been this happy and excited to watch my team for years. Erik Ten Hag made me believe fully in all he did with our great club Manchester United  ,Loved to see Maguire smiling,"Casimero, what a player!","casimiro, what a gioal ! what a player !",Huge boost to the winning mentality!!!GGMU,Wan Bissaka was on absolute fireeee when he came on,"Coaching matters, you can’t win with just vibes and positivity. Salute to Ten Hag!"
Manchester United,9JtkZVd1eZE,Ten hag has changed all our lives as united fans. Haven’t been this happy and excited to watch our games in ages. More to come I hope,"To think of the fact that we conceded first in both legs and still drew the 1st and won the 2nd leg. Says a lot about the mentality of the players now. Few seasons ago, we lacked this mentality. ETH is a gem ❤","Martinez, Varane and Casemiro were real warriors tonight.  They kept the team going while keeping Barca at bay. Varane has gone up another level since Martinez and Casemiro joined United. Long may it continue!",De Gea is phenomenal! He deserves absolute respect.,"This win will become iconic one day, I'm sure of it","The Brazilian trio was amazing, especially Casemiro. And Varane saved us from an equalizer, what a save","Appreciation for Antony's goal, which was perfectly measured to drop just in front of the keeper's hand and pinned to the bottom corner... That is a class goal...","Casemiro is the lung of this team! Even Fred is ""contaminating"" himself with the Casemiro virus ❤️",I would never forget that night. It will be always in my heart. Thank you Ten-hag ,"Now I feel no worry when we conceded a goal and believe we can turn it around, that's what Ten Hag makes me feel about this team ","What a team, What a manager, I love my Manchester United ❤‍",I'm not a Man United fan but I watched this game and it gives me chills,Eric Ten Hag has made an amazing team in a short time that deserves admiration. bravo from a juve fan,"Congratulations Antony and Fred for scoring the goals, but i would like highlights our defense Martinez, Varane and Degea who made inportant saves, what a match they made!","Just appreciating Casemiro's pass to Bruno early on, De Gea tip over the bar and Shaw's back heel ",This game was easily one of the best United games ever. It was very gripping throughout and was better than any champions league match that was played this week. Our boys really turned it up in the 2nd half and made us proud. The impact of this win will be felt for a long time.,"All the things aside, but Bruno Fernandes's work rate is immeasurable.  He runs the most he always wants to be where the ball is.  He is our CAPTAIN.   Reaching, Luca modric's level of brilliance and work rate ❤️
Every game ❤️",How on earth has ten Hag turned this team around THIS quickly? And without a striker? Man sat there and lied to us and said he can't perform magic,"I was so proud i was in tears. From such a short time, Mr ten Hag has transformed this team and created lions out of housecats.
I was so proud to see this team never back down, to fight for eachother (which hasnt been the same in the past years). Just pure love for this team and the coaches managing said team.",Took you guys long enough to upload these highlights. Truly a magnificent win.,What a win. The STRETFORD END was bouncing! ❤ and can you believe that this game was just to QUALIFY for the round of 16 ,"I started supporting United in 2013, I didn't witness the Fergie Era, it's been 10 years of unendurable pain, the 5-0 loss to Liverpool at Old Trafford, the 6-1 loss to Spurs at the Theatre but not anymore. Thank You, Mr Erik Heisenberg Ten Hag ❤️",Congratulations Man untd ! Love from Barca fan ! Go and win Europa !,Antony's goal reminds me of robben's goal against us in 2010. Fun fact is that they play similarly,"The Noise from the Stretford End was just so electrifying!!
It sent goose bumps down the spine !!
What a win, what a class finish from Fred and Antony. 

GGMU❤️⚽️","That Fred goal ,Sancho passes to Bruno finds out Fred,Fred finishes with his right foot is absolute❤️",Fred & Casemiro partnership is underrated ❤,Ten Hag is just getting started. Man Untied will become a beast next season. I am so happy for this win and also happy that Sir Alex got to see this one live! GGMU!,"Case and Varane took it personally. Specially Varane, I never see him so motivated since move from Madrid.",De Gea being amazing as always 🤩
Manchester United,RgjcGo565hA,Erik ten Hag is the best thing to happen to United since Sir Alex. What a man.,Bruno's so underrated. The quality this man brings to the team is unbelievable.,As a Real Madrid stan I love watching Man United at the top again. Such a legendary club ❤,Can we take a moment to appreciate Bruno for setting up that Sancho's goal? I honestly didn't see it coming. That was some passing. Sancho effortlessly receiving and chipping it into goal was spectacular,"not sure if anyone has picked up on it, but Fernandes sending Sancho to go off and celebrate on his own to drink in the moment is a proper captain selfless moment. love that. so proud of sancho. Rashford on fire again. DDG top class. lets go !",That 2nd half was the best football we played all season. There was a swagger and finesse to the way we played. Everybody was so relaxed and confident. It was great to see,Running out of words for BRUNO we don’t talk about him enough what a player ❤️,Outstanding performance by De Gea. He kept the slate clean and pressure off by his two superb saves in the first half of the game.,"Those saves by David Degea, absolutely insane. Still the best in the business.",Bruno Fernandez is absolutely mind blowing  what an amazing team player.,"Just love how Rashford has worked on his mindset, quite inspirational, Man u as a team as well. Arsenal fan here","Bruno assist was classic, Rushford is on fire ","Those saves from DeGea were epic, just wow!",Bruno's passes were astonishing,David de Gea has always been class. What a player!,"I can't believe my favorite club is back on track, let's have a moment to appreciate our precious manager,  sir Eric ten hag for his job well done",Fernandes' two assists ,Rashy is out of this world! That Sancho and Bruno combination was just electric!  GGMU!,Can we just appreciate how Degea saved Barnes 1v1 shot.,"Rashford 2 goals
Bruno 2 assist

What a game..this is what we call old one man utd ",Bruno has been amazing as well and lot of improved performances from the lads,Benni McCarthy and Erik Ten Hag's work being showcased ,"When Ten Hag signed Benni McCarthy, none of us gave me a chance, but the work that man is doing for United attack is outstanding.  Big up Benni.",Bruno has really been a great player ❤❤two assists,That third goal was world class,"That was a world class performance, the whole team played exceptionally well huge respect to Eric hag for the incredible Job ","Watching Fred become more and more integral to Uniteds strong performances is gratifying. He was not used well, then Carrick showed us how to use Fred. Now ETH has him doing well. He is the player you don't know you need.

But Rashford, what class!","This is what Redemption means

What a time Sancho had

And now he's shining",It's very optimistic to watch United play recently rather then a few years ago. Now we played with more passion and hunger for a victory. The system and the passing were also  terrific.,BRUNO IS THE ONLY PLAYER IN THIS SQUAD THAT HAS MORE AVERAGE WORK RATE THAN ALL THE SQUAD. WHAT A MAESTRO
Manchester United,Qu91fP0yrjg,"Rashford once again incredible, scored 1 goal and then participated in the play that defined Man. United's second goal, Rashfor was very smart!",Rashford cannot stop scoring to be honest absolutely world class player,Hands down our best game of the season so far and we almost created history,That AWB mistake was almost costly but what a great recovery and tackle by him tbh. Not all defenders can do that. He made and cleaned his own mess ,"Rashford and Raphinha's goals were sick, hardly any keeper can reacted in time",Can't get enough of Wan Bissaka perfect sliding tackle.,To be honest before the season started I was screaming sell him!!! What Ten Hag did with Rashford is unbelievable… I was proven wrong,Casemiro what masterclass of a player,"The entire team was immense tonight. Rashford, Fred and De Gea deserve special mention. With more clinical finishing we would have scored at least 4 goals. Onwards to Leicester this Sunday then finish off Barca  at Old Trafford on Thursday!",A game to remember for years to come hopefully we can take it home all the way cmon you devils ❤❤❤,"Rashford is incredible he just can’t stop scoring ⚡️
He’s unstoppable ⚡️","Rashford in brilliant form. Rushing with goals and assists.
Fine performance by De Gea. Made crucial saves.","When a man is in the greatest form of his career, you can see how confident he is. Cmon Rashford ! We love you!",The type of game someone like Peter Drury would be suited to commentating on. These two made it sound like a kick about in the park. Great performance and a classic European game.,Great to see Rashford better than ever what a turn around in his career,"Great saves from Ter Stegen. Raphinha did well for that cheeky goal too, he practices those passes a lot. Happy for Alonso, I was suspicious of his move, he deserves this goal.",Incredible team performance..... Everyone put in a classic display!!!! De Gea made Nou Camp his training ground,Marcus Rashford on fire this year ALWAYS GGMU ,Marcus Rashford is on ❤‍. Let's finish it up at home boys!!!,0:42 should have been 2 goals for rashford. What a save!!,"Am not a United fan but happy for Ten Hag for bringing out the hunger, speed, resilience, and desire of the players to win games. This is more evident in Marcus Rashford.",This match was a classic ,2nd half is worth watching again! Great game by both teams,The skill to pull of this shot is crazy from Rashford  0:40,Rashy what a Player he is♥️,"De Gea was amazing, credit where credit’s due","I’m not a Man UTD fan, but it’s delight to see rashford’s career taking off.",Ten Hag.... Believe in him. That's it. ❤,"Rashford then: Wasting time and chances
Rashford now: Not wasting any time just shoot!!!

That's what I'm looking for from this lad","It felt like the occasion and the stadium got in their minds of the players the first half, bring on the replay at home."
Manchester United,mLVWLioQqPg,Garnacho is seriously special. An amazing player for his age he's the real deal,The fans roaring at both goals would make you think we were playing at OT. Massive respect to them,"Garnacho is such a baller and Erik ten Hag is using him perfectly. Not overplaying him, but also giving him plenty of time to shine",Here's an appreciation post for David De Gea who kept us in throughout the match before the two goals scored. 400 appearances and equal top for most cleansheet as United keeper. Well done ,"We all had different hopes for this season, but the way Ten Hag has resurrected our players, our club and our dreams all simultaneously is simply magnificent. ETH masterclass indeed.","Once Licha came in, the building attack from the back is flowing because he’s got it all…awareness, technique, calm, speed, physical, pass. Just hoping him and Varane will be available throughout the season and getting more decent CB and DMF","I love Garnacho’s mentality. One poor performance against Leeds earlier and he comes back 10x better. What a baller!
Rashford continues to score every game and showing us what he’s all about.",Weghorst's work rate was exceptional especially in the second half. Him and Sabitzer literally held the team together in a very high pressing match.,Let’s not turn a blind eye to weghorst impact in the second half ❤❤,"Weghorst was super effective playing as a no. 10. His physical presence really allowed him to win many challenges and he really held the midfield down with his workrate, same with sabitzer.","Garnacho doing the Cr7 ""calm down, im here"" celebration warms my heart.,.",Protect Garnacho at all cost. What an impact. This kid is special.,A new era of Rashford begins,Rashford showing us levels yet again ,Erik is a tactical genius. GGMU!,"My heart was beating so fast when Maguire passed the balls. 

Some were terrifying I think",Rashford is having the best season of his career. The whole team is improving. Remember we didn't have Eriksen and CLASSAmero. ETH is doing a great job. Hopefully we will win a silverware finally this season. GGMU MUFC for life ❤️❤️,Rashford has really come on in leaps and bounds with his finishing. Heading used to be his weakest attribute yet his two goals against Leeds this week shows he has seriously worked on his heading ability. With his natural pace and skills the sky will be his limit if he keeps working hard!,I see Rashy banging 35+ goals this season ❤,Rashford scoring headers consistently now.. becoming a proper goalscorer,Credit to Shaw and Weghorst. What a brilliant passes!,How can not acknowledge that wonderful pass to switch play from Sabitzer? That was a killer pass. Well done Sabitzer. Go go man utd,Garnacho is really just something special!,"Shout out to Benni McCarthy, he really helped Rashford on turning into a goal poacher, no more useless dribbles, now we have a stable goalscorer ",I loved how Leeds fans went into silence mode ,Luke Shaw is doing wonders for United in his role as defender as well as a playmaker. The well timed and precious curling cross by  Luke Shaw that Rashford headed into goal shows his class.,Everything Rashford touches turns GOAL these days. ,"Garnacho is a brilliant young player, how anyone can mock his performances is beyond me. He's only 18!! He will grow into some player if he stays strong mentally and works his hardest every single day to improve. VIVA GARNACHO",I can't believe we've got sabitzer for free the man is just a pure box to box midfielder doing both defensively and attacking what a player.,"Introduction of Licha to build well from the back, Wan Bissaka to mute Gnonto persistence, Werghost being pushed into the midfield and Ganarcho to keep doing his thing, safe to say we have a manager"
Manchester United,d-inFU__gEk,Ten Hag's smile when Sancho scored ,It sucks it's a draw at home. But one takeaway from this is Sancho's confidence.,That feeling when the commentator says sanchooooooo.....goosebumps🦋,Reading through the comments and seeing no negative comment shows our growth as united fans and also the level of belief we all have in the team..... I am really happy and proud of all of us. Thanks,"Sanchos touches, passes and decision making were razor sharp. He had very clean touches all thru. I'm so happy for him.","Being 0-2 down in the second half, one of the best comebacks from Manchester United this season!
Rashford & Sancho makes it *2-2* !
",Shows us that Casemiro is the core of our team,So glad to see Sancho back. We're going to need him.,I love a team that can wrestle itself out of a terrible situation,Incredible seeing Rashford play to his actual potential this season...wow. 20 goals!,"The way old Trafford exploded when Sancho scores, delighted to see him return and score an important goal",When I heard the commentary ( Sancho) he's back!! I cried  go higher Man U shine  more Sancho,"I'm happy for Sancho, he scored again, Rashford also scored, brilliant, Rashford has 20 goals this season!","Could've won, had so many chances  .. happy to see jadon back on the scoresheet and hopefully give him the motivations back. We go again !","Nobody  talking  about  how marcel handled  the midfield  more than fred 

Happy  sancho scored❤",That Sancho goal gives goosebumps!!!!!!!,This game just gives an insight on how crucial Casemiro's presence is in the squad,We r not drawing..we r simply getting better n better..well done lads...Mauritius is proud of Man Utd,Literally crying when Sancho scored ,"I'm really happy for Sancho. Hopefully this'll boost his confidence even more. Onwards and upwards, ManU!",Absolutely delighted for Sancho.,Sancho's back with a bang. So happy for him.,"Was a crazy first thought when a player like sancho went away from the team to do some extra prep, it’s like taking rashford out for a while but it shows just how much Erik can do and how he can rejuvenate players from seemingly nowhere, no one would’ve thought sancho needed some one on one coaching when he came in but there’s been so many upsides to this team since he’s come in and changed things, yes we drew today but the comeback was amazing to turn 0 points into 1 and especially from new and improved sancho and on form rashford, love to see it❤️","casemiro is the core of the team and we miss eriksen, sabitzer played very well, rashford in prime form, licha w the class defending and sancho off the bench and into the net - amazing",Really missed Casemiro today ,Sancho back and balling ,"Great comeback, Casemiro is a must!!!",So proud of us cause even though it seems that we've lost we always find a way to have a come back...GGMU,"Comeback Season Boys, the comeback season, Sancho deserved that so much",Never say dieeeee! Love to see Sancho back and score!
Manchester United,c8PpGyxTs7s,Fred is slowly putting in goals and assists under the radar ❤️❤️,"2 assists from Rashford, incredible season for him ","Erik Ten Hag: ""It's not about reaching to the final, it's about winning FINALS"".. If we should ever get owners that would fully back this manager, we'd be winning the league and champion's league in quick time.. He himself is the transformation he wants to see in his players, because he himself is a champion... So any time the team gets fully conformed to his mentality, they too will become champions...",Ten Hag's first trophy is very close ,That Casemiro instant through ball to Martial for the first goal was ,Casemiro is the backbone of the team,First trophy of the Ten Hag era hopefully!,As a lifelong Liverpool fan I just want to say congratulations on reaching the final. English football needs a strong Man Utd and it seems as though you're on the way back. Keep it up and hopefully we can look forward to some more big top of the table games between our two teams.,"Eventhough Fred's  goal was a tap - in , just rewind and look how much of the ground he cleared and positioned perfectly for that goal ..",The passing of Fernandez is gold,"I've always admired Fred. Nobody can deny he's had so much stick in the past, but he ALWAYS works hard for the team. Whenever he plays he always has a huge smile, always works hard, and now he's scoring goals. He has improved so much under Ten Hag. I hope he keeps up the form because he's becoming a very important player for us.","Even Fred is improving under Ten Hag, what a manager we have","The briliant pass Casemiro,, one touch counter attack",Fred really is the most improved player of the ETH era. What a massive player he has become for us.,That last save from heaton was a masterclass,Jadon Sancho! Welcome back,Rashford's impact on the pitch these days is too great  Assists from the bench,Still can't believe how much ten hag has unlocked Rashford's potential ,Wow what a win we on the right track my team ,Can we just admire Freds run for his goal he can read the game so well🤩,"Casemiro, Fred e Antony são da minha seleção Brasileira",Stunning performance from Man United ❤️,This club is on  thanks Ten Hag for the build up,I am relieved to see United’s unique winning mentality through their performance.,"Casemiro ♥️
Manchester United ganhou muito com essa aquisição. Joga demais, dono da posição",We really need our offensive players to stay fit.,"MARTIAL is vital.. he needs to stay fit.. he made a huge difference second half, dropping deep and linking play.",This game shows garnacho is better coming of the bench as he is still physically cannot match with fresh players. But encouraging display from him.,Lovely pass from Casemiro. So classy!,glad to see Martial n Sancho again
Manchester United,RY5pL00wfro,Casehero what a signing.,"Casemiro, Antony and Fred ","Casemiro on fire, shows what we’ve missed in the game against Arsenal. 
Credits to Paul Ince for trying, he’s a Utd fan + legend and knows how Utd plays, I wish all the best for him and Reading.",All the 3 Brazilians combine  ,"When a player changes an entire team, you know he's something special. The best defensive midfielder in this era. The tank Casemiro ❤️",Brilliant Brazilians,"Erik Ten Hag is our best manager since Sir Alex, what a genius of the game. GGMU",Antony was brilliant in this game. Hopefully he can keep it up!,That finish from Classemiro was naughty   How can i possibly love him more than i do now? What a player ,Joga Bonito,"Classmiro's smile after the second goal, you know he's very happy  here and I'm loving it","Casemiro just went from one league to another and he continued to perform on the highest level. Even Ronaldo and Messi had to take time before adapting to a new league, but Casemiro is just a different beast. ",I love how angry De Gea is after losing the clean sheet! Standards!,"3 goals, 2 assists from the Brazilians 
We should start them more!",The hero we all needed but didnt know we do,Glad to see Casemiro doing well in United as a Real Madrid fan,"Casemiro, Antony and AWB played amazing in this match!","Casemiro brilliant, best CDM in the PREM! Brazilian brilliance today.",Hoping for a speedy recovery for Eriksen,Casemiro what a player,Casemiro is the Best signing of United in the last times... What a player,I'm proud to be a Manchester United fan ,"What a signing casemiro was
what a player","Congratulations to the Brazilian Reds for shining in the FA Cup! Man Utd's 3-1 victory over Reading was a showcase of their talent and teamwork. A special shoutout to the standout Brazilian players for their outstanding performance. Well done, boys! Check out the highlights for a recap of the thrilling match. Red Army, let's keep the momentum going.",It's an Brazilian night let's go red,"Best part is David hitting the post when Reading scored. That is how we all the fans feel when we concede a goal. Give this guy a new 200,000 contract already.",Classy performance from the brazillians. GGMU.,"Brazilian night, beautiful goals, Casemiro is world class what an incredible player, congratulations to our team manchester united!",Casemiro is pure class. ❤️,"A Brazillian Feast! 
Erik Ten Hag will bring back the glory days! ❤❤❤"
Manchester United,bdBooBPACio,"As an Arsenal fan, I give my props to United. Y’all made this a really great game. ",Licha's strength and courage is to be commended! He is one of the players who gives his life for the club! And there aren't many players like that anymore...,Lisandro Martinez was a warrior today. To score that goal with his height in a crowded box took great skill. We will win trophies with him and Varane in defense.,"As an Arsenal fan , thankyou united for making this fixture such great as it used to be ","This just shows importance of Casemiro and lack of our options upfront, only Rashford is highest level quality at the moment. Top4 will be significant sucess for Ten Hag with this squad. That was the hardest game till the end of the season and we've barely lost, so don't worry and keep going!",It's been a long time since I felt proud even for a loss. The progress they have given is a great sight to see.,"Nothing to be ashamed of this match, let's bounce back stronger ❤❤",Not the result Man utd wanted but ten hag is slowly transforming this beautiful club❤️,Well played Arsenal. We have a lot of work to do to get to their level but its only Ten Hag's first season so patience is needed. Arteta has had 3 years to mould this Arsenal team.,"As an Arsenal fan, this was an excellent game and a smooth revenge for the gunners. Our only loss this season in the EPL came from Utd. Fair game donating 3 points to each other.","I love how everyone is positive, even when we lost.",I’m so glad to see United and Arsenal be able to battle it out like the early 2000s and the days of Wenger and SAF,"Made old Trafford a fortress, made rashy a world-class player, casually proceeds to push the best team in the pl to the 90th without Casemiro and Martial whom we all know would've been immense if he were fit, all in 6 months. I'm excited to see Ten hag's team in 3 years. My Manager.....trust the process.","Despite not having a better quality in the collective game in the offensive area, today the team faced this great Arsenal team with great vigor. Rashford was amazing in a big game and Licha giving his life for the team. A draw would be very fair...","Seeing the joy on Ten Hag's face when we score a goal is just pleasant, given the effort he is putting into our squad. Many trophies ahead of us with him",I’m a Liverpool fan but when Arsenal and United facing each other it’s a game to watch❤,"I have to say this has to be one of the best games all season in the Prem. It was real end to end with passion with commitment flying tackles some cracking goals aswell. We didn't get the result in the end & Arsenal deserved to win but we pretty much matched them right up till the last 10-15 mins when Arsenal just peppered us & ultimately ended up scoring a last minute winner which was extremely gutting but I can't be too angry cos us United fans can see the incredible job Ten Hag is doing the vast improvement we're seeing but like Ten Hag said we've still got alot to improve on. 

Our aim is to finish in the top 4 & win a cup then in the summer under new owners invest where we need to get better depth then have a real crack at the Prem next year as i fully believe Ten Hag is the man to bring success back to United. Martinez was an absolute beast",Arsenal fan here but I love Martinez… what a warrior!,What a goal by both Rashford and Saka,"We needed Malacia in this game to contain Saka the way he contained mahrez, shaw was giving him an easy time they were getting into the box easily from that side","We’ve come a long way under Ten Hag in just 6 months, missing our best RB, our best midfielder, and our best striker and after having played on wednesday night we pushed the league leaders to the last minute of the game, i’m so proud of the boys❤️ but we need a backup DM to Casemiro cuz Mctominay is not United quality, need a world class striker like Osimhen, and we need an Enzo/FDJ in the pivot next to Casemiro cuz Eriksen don’t have the legs to play there",Stunning goal by Rashford. Entertaining and and at times pulsating game.,"Fantastic performances from both teams, both team were effective and explosive.
Fans would like to pay double to watch this match again.",A few more signings and we’re gonna make a real go of it. Erik Ten Hag has done an unbelievable job so far,Congratulations Martinez on his first goal for Man. United!,"I missed Casemiro, Rashfor scored a beautiful goal!","There is definetly progress. Compare us to how we used to be vs City for example, under Mourinho or Ole. We gave it a real go with no casemiro, no bench and fatigue. Imagine when Ten Hag gets backed by the new owners... Feliz por mi lindo Argentino por su primer gol (:",Nothing to be ashamed  The best game so far ,We missed Casemiro in this game... ,"Great game, both team show quality. MU play better than I expected. As an Arsenal fan, I am delighted for the win and I can smell their ambition to be champion, that is the most important element to win."
